,title,content,label,nouns,date
3,"올림픽의 신들이 떠난다…아마도 마지막, 내려놓은 황제와 여제들","이제 올림픽의 신들이 떠나간다. 각자의 종목에서 10년 넘게 대한민국의 올림픽을 책임져온 4명의 신들이 도쿄에서 사실상의 마지막 올림픽을 치렀다.
‘배구여제’ 김연경(33)은 지난 8일 세르비아와 여자배구 동메달 결정전을 마친 뒤 “국가대표로 뛴 것은 오늘 경기가 마지막일 것”이라고 했다. 마지막 올림픽을 예고하고 갔던 도쿄에서 2012년 런던올림픽에 이어 다시 여자배구의 4강 신화를 이끈 김연경은 국가대표 은퇴를 선언했다.
김연경은 고교생이던 2005년 태극마크를 단 뒤 16년 동안 한국 여자 배구의 에이스로 활약했다. 2012 런던올림픽 4강 신화에 이어 2014 인천 아시안게임 금메달, 2016 리우데자네이루 올림픽 8강, 그리고 2020 도쿄올림픽에서도 한국을 4강까지 올려놓고 물러난다. 김연경은 정확하고도 강한 공격력과 카리스마 넘치는 리더십까지 더해 대한민국 여자배구를 세계적인 수준으로 끌어올렸다. 유럽까지 진출해 세계 배구에 명성을 쌓은 김연경의 존재는 늘 올림픽에서 대한민국 여자배구의 위상에도 상당한 영향을 미쳤다.
‘골프여제’도 마지막 올림픽을 치렀다. 박인비(33)는 지난 7일 여자골프 최종 라운드를 마친 뒤 “다음 올림픽은 없다고 생각하고 있다. 3년 남았다지만 내게 3년은 굉장히 긴 시간일 것”이라며 “이번 대회를 마지막이라 생각하고 임했다”고 했다.
박인비는 골프가 116년 만에 올림픽 정식 종목으로 복귀한 2016년 리우데자네이루 올림픽의 금메달리스트다. LPGA 4대 메이저대회와 올림픽까지 석권해 골든그랜드슬램을 달성한 여자골프의 최고봉이다. 도쿄에서도 강력한 우승 후보로 꼽혔지만 최종 23위를 하고 물러났다. 박인비는 지난 올림픽 이후 세월의 무게를 느끼고 있다고 했다. “젊은 선수들과 경쟁하면서 흐르는 물을 거슬러올라가는 것처럼 힘든 5년을 보냈다”고 도쿄가 마지막 올림픽이 될 것임을 예감했다. 파리올림픽의 한국 여자골프는 ‘골프 여제’ 없이 경쟁해야 한다.
‘사격황제’는 도쿄에서 최고의 자리를 내놨다.
진종오(42)는 2004년 아테네에서부터 올림픽에 출전했다. 2016년 리우데자네이루까지 4회 연속 올림픽에 나가 금메달 4개와 은메달 2개를 따내 양궁 김수녕(금4·은1·동1)과 함께 한국에서 올림픽 최다 메달 기록을 가진 그야말로 신적인 존재다.
주종목이었던 50m 권총이 이번 대회에서 폐지된 것이 결국 ‘마지막’을 향하던 진종오에게는 가장 아쉬운 점으로 남았다. 2012년 런던에서부터 사격 최초로 3연패를 차지한 주종목이 도쿄에서 폐지되면서  진종오는 10m 공기권총에서는 결선에 오르지 못하고 10m 공기권총 혼성단체전에서는 본선 1차전에서 탈락한 채 5번째 올림픽을 마쳤다. 이번 올림픽 대한민국 선수단 중 최고령 선수였던 진종오는 “파리올림픽 대표 선발전까지 치러보는 것이 현재로서는 내 목표”라고 했지만 “나이는 속일 수 없는 것 같다”고도 했다.
오진혁(40)은 결승전 마지막 화살을 쏜 순간 승리를 확신할 수 있을 정도로 노련한 ‘양궁의 신’이다. 2012년 런던에서 한국 남자양궁에 처음으로 개인전 금메달을 안기고 단체전 동메달을 따냈던 오진혁은 2016년 리우데자네이루에 가지 못했지만 이번 도쿄올림픽에서 남자 단체전 금메달을 따내 한을 풀었다.
어깨 부상을 견디고 출전해 금메달을 기어이 따낸 오진혁은 진종오와 2살 차이, 대표팀 막내인 김제덕과 는 23살 차이다. 회전근의 힘줄 3개가 끊어져 1개밖에 남지 않은 어깨로 활을 쏘는 오진혁 역시 3년 뒤 파리행에 대해서는 도전의 여지만 열어놓은 상태다. 오진혁은 “그때까지 오른쪽 어깨가 버텨줄지가 문제다. 일단 조금 쉬고 선수 생활을 어떻게 할 것인지 결정하겠다”고 말했다.",양궁,"['올림픽', '신들', '마지막', '황제', '여제', '이제', '올림픽', '신들', '각자', '종목', '대한민국', '올림픽', '온', '명의', '신들', '도쿄', '사실', '상의', '마지막', '올림픽', '배구', '여제', '김연경', '은', '지난', '세르비아', '여자배구', '동메달', '결정전', '뒤', '국가대표', '것', '오늘', '경기', '마지막', '일', '것', '마지막', '올림픽', '예고', '도쿄', '런던올림픽', '다시', '여자배구', '강', '신화', '김연경', '국가대표', '은퇴', '선언', '김연경', '고교생', '태극마크', '단', '뒤', '동안', '한국', '여자', '배구', '에이스', '활약', '런던올림픽', '강', '신화', '인천', '아시안', '게임', '금메달', '리우데자네이루', '올림픽', '강', '도쿄올림픽', '한국', '강', '김연경', '정확', '공격', '카리스마', '리더십', '대한민국', '여자배구', '세계', '수준', '유럽', '진출', '세계', '배구', '명성', '김연경', '존재', '늘', '올림픽', '대한민국', '여자배구', '위상', '영향', '골프', '여제', '도', '마지막', '올림픽', '박인비', '지난', '여자', '골프', '최종', '라운드', '뒤', '다음', '올림픽', '생각', '시간', '일', '것', '라며', '이번', '대회', '마지막', '생각', '임', '고', '박인비', '골프', '올림픽', '정식', '종목', '복귀', '리우데자네이루', '올림픽', '금메달', '리스트', '메이저', '대회', '올림픽', '석권', '골든', '그랜드슬램', '달성', '여자', '골프', '최고봉', '도쿄', '우승', '후보', '최종', '위', '박인비', '지난', '올림픽', '이후', '세월', '무게', '선수', '경쟁', '물', '거', '슬러', '것', '고', '도쿄', '마지막', '올림픽', '것임', '예감', '파리올림픽', '한국', '여자', '골프', '골프', '여제', '경쟁', '사격', '황제', '도쿄', '최고', '자리', '진종오', '아테네', '올림픽', '출전', '리우데자네이루', '연속', '올림픽', '금메달', '개', '은메달', '개', '양궁', '김수녕', '금', '은', '과', '한국', '올림픽', '최', '메달', '기록', '적', '존재', '종목', '권총', '이번', '대회', '폐지', '것', '마지막', '향', '진종오', '가장', '점', '런던', '사격', '최초', '연패', '차지', '종목', '도쿄', '폐지', '진종오', '공기권총', '결선', '못', '공기권총', '혼성', '단체', '전', '본선', '탈락', '채', '올림픽', '이번', '올림픽', '대한민국', '선수단', '중', '최고', '령', '진종오', '파리올림픽', '대표', '선', '발전', '것', '현재', '로서', '내', '목표', '나이', '수', '것', '고도', '오진혁', '은', '결승전', '마지막', '화살', '순간', '승리', '확신', '수', '정도', '양궁', '신', '런던', '한국', '남자', '양궁', '처음', '개인', '전', '금메달', '체전', '동메달', '오진혁', '리우데자네이루', '가지', '이번', '도쿄올림픽', '남자', '체전', '금메달', '어깨', '부상', '출전', '금메달', '기어이', '오진혁', '진종오', '살', '차이', '대표팀', '막내', '김제', '덕', '살', '차이', '회전', '의', '힘줄', '개', '개', '남지', '어깨', '활', '오진혁', '역시', '뒤', '파리', '행', '대해', '도전', '여지', '상태', '오진혁', '그때', '오른쪽', '어깨', '문제', '일단', '조금', '쉬', '선수', '생활', '것', '결정', '고', '말']",2021.08.10
7,"사이클 세계신 7개로 최다, 드레슬 5관왕, 여성 올림픽도 미국이 1위…BBC, 흥미로운 올림픽 결산","도쿄올림픽에서 가장 많은 세계신기록이 나온 종목은 사이클이었다. 여성들의 올림픽으로 조건을 걸어도 미국은 종합 1위를 차지했다. 한국선수단은 12종목에서 4위를 기록하며 네 번째로 4위 수상자를 많이 배출했다.
도쿄올림픽 폐막에 맞춰 흥미로운 통계가 나왔다. 영국 매체 ‘BBC’는 9일 수치로 보는 다양한 올림픽 기록들을 분석했다. 보도에 따르면 이번 올림픽에서는 총 22개의 세계신기록이 새롭게 작성됐다.
가장 많은 신기록이 나온 종목은 사이클 트랙 종목이었다. 남자 단체추발에서 이탈리아가 3분42초032로 세계신기록을 세웠으며 여자 단체추발에서는 독일이 4분4초242로 새 기록을 썼다. 두 번째는 수영이었다. 여자 평영 200m와 여자 자유형 400m, 여자 자유형 800m 계주 등에서 세계신기록이 나왔다. 미국의 케일럽 드레슬은 남자 접영 100m 결승에서 49초45의 기록을 세웠다. 육상화의 발전으로 이른바 ‘기술 도핑’의 논란이 일었던 육상에서는 의외로 3개의 세계신기록 밖에 수립되지 않았다.
최다 금메달은 미국의 드레슬이 5관왕에 올라 1위에 올랐다. 수영 호주의 엠마 맥키언이 금 4, 동 3으로 2위를 기록했다. 양궁에서 올림픽 최초 3관왕의 주인공이 된 안산이 공동 4위를 기록했다.
이번 대회는 남녀의 출전선수 성비가 거의 1대1일 정도로 남녀평등이 실현된 올림픽이었다. 혼성종목도 다수 신설됐고 여성 선수들의 활약도 많이 조명됐다. ‘BBC’는 여성 선수들의 메달획득 순위를 따로 집계해 발표했다.
종합순위 1위에 올랐던 미국이 여성 선수들의 메달집계에서도 1위였다. 미국은 금메달 23개, 은메달 22개, 동메달 21개로 여성 종목 전체 금메달의 58.97%, 모든 여성 종목 전체 메달의 58.41%을 석권했다. 중국이 역시 종합순위와 마찬가지로 금메달 1개 차이인 금 22개, 은메달 16개, 동메달 9개로 2위에 올랐다. 이번 대회 역대 최고의 성적을 올린 일본(금 14)과 호주(금 10), ROC(금 9개), 뉴질랜드(금 6개) 등이 순위를 이었다.
이번 대회 메달권에 아깝게 들지 못했지만 다양한 종목에서 세계정상권의 성적을 올렸던 한국 선수단의 결과 역시 조명됐다. ‘BBC’는 메달권에 들지 못했던 4위 선수들이 많이 나온 국가의 순위도 따로 정리해 발표했다.
미국이 총 26개 종목에서 4위 입상자를 내 1위를 차지했으며 ROC가 15종목, 영국이 14종목으로 3위에 올랐다. 여자 배구, 남자 높이뛰기 우상혁, 남자 다이빙 우하람, 남자 근대5종 정진화, 여자 역도 이선미, 배드민턴 여자 복식 등에서 4위를 배출한 한국선수단은 총 12종목에서 4위를 배출해 이 부문 4위에 올랐다.",양궁,"['사이클', '세계', '신', '개', '최', '드레슬', '관왕', '여성', '올림픽', '미국', '위', '올림픽', '결산', '도쿄올림픽', '가장', '세계', '신기록', '종목', '사이클', '여성', '올림픽', '조건', '미국', '종합', '위', '차지', '한국', '선수단', '종목', '위', '기록', '네', '번', '위', '수상자', '배출', '도쿄올림픽', '폐막', '통계', '영국', '매체', '수치', '올림픽', '기록', '분석', '보도', '이번', '올림픽', '총', '개', '세계', '신기록', '작성', '가장', '신기록', '종목', '사이클', '트랙', '종목', '남자', '단체', '추발', '이탈리아', '로', '세계', '신기록', '여자', '단체', '추발', '독일', '로', '새', '기록', '두', '번', '수영', '여자', '평영', '여자', '자유형', '여자', '자유형', '계주', '등', '세계', '신기록', '미국', '케일', '럽', '드레슬', '남자', '접영', '결승', '의', '기록', '육상', '화의', '발전', '기술', '도핑', '의', '논란', '육상', '개', '세계', '신기록', '수립', '최', '금메달', '미국', '드레슬', '관왕', '위', '수영', '호주', '엠마', '맥키', '이', '금', '위', '기록', '양궁', '올림픽', '최초', '관왕', '주인공', '안산', '공동', '위', '기록', '이번', '대회', '남녀', '출전', '선수', '성비', '거의', '정도', '남녀평등', '실현', '올림픽', '혼성', '종목', '다수', '신설', '여성', '선수', '활약', '조명', '여성', '선수', '메달', '획득', '순위', '집계', '발표', '종합', '순위', '위', '미국', '여성', '선수', '메달', '집계', '위', '미국', '금메달', '개', '은메달', '개', '동메달', '개', '여성', '종목', '전체', '금메달', '모든', '여성', '종목', '전체', '메달', '석권', '중국', '역시', '종합', '순위', '마찬가지', '금메달', '개', '차이', '금', '개', '은메달', '개', '동메달', '개', '위', '이번', '대회', '역대', '최고', '성적', '일본', '금', '과', '호주', '금', '금', '개', '뉴질랜드', '금', '개', '등', '순위', '이번', '대회', '메달', '종목', '세계', '정상권', '성적', '한국', '선수단', '결과', '역시', '조명', '메달', '위', '선수', '국가', '순위도', '정리', '발표', '미국', '총', '개', '종목', '위', '입상', '내', '위', '차지', '종목', '영국', '종목', '위', '여자', '배구', '남자', '높이뛰기', '우상', '혁', '남자', '다이빙', '하람', '남자', '근대', '종', '정진화', '여자', '역도', '이선미', '배드민턴', '여자', '복식', '등', '위', '배출', '한국', '선수단', '총', '종목', '위', '배출', '이', '부문', '위']",2021.08.10
34,[도쿄올림픽 방담] 자나깨나 방역…‘편의점 인간’으로 살다,"지금까지 이런 올림픽은 없었다. 코로나19 팬데믹 상황에서 올림픽이 강행됐다. 경쟁은 뜨거웠지만 환호도 박수도 현장에는 없었다. 모두가 갇혀 있었다. IOC는 100년 넘은 모토에 ‘다 함께’를 더했지만 버블 올림픽은 ‘함께’와는 어울리지 않았다. 경향신문·스포츠경향 특별취재단이 도쿄 올림픽을 취재하며 느낀 20일 동안의 기록.
이용균 차장(균)=하계 아시안게임 3차례, 동·하계 올림픽도 이번이 4번째인데 이번 도쿄 올림픽 처럼 이상한 대회는 없었어요. 그래도 올림픽에 오면 전 세계 스포츠 라이터들이 연대감 같은 게 느껴졌는데, 이번에는 다들 마스크 뒤 피곤함만 잔뜩.
김은진 차장(진)=실제로 도쿄 시민들의 따가운 시선을 매일 느꼈어야 했어요. 취재진들도 입국 14일 동안 정해진 코스만 다니는 격리 셔틀 버스를 이용해야 했는데 숙소 앞 정류장까지의 몇 m 거리도 불안했어요.‘뭐하는 사람들이지?’ 하는 표정으로 호기심에 보는 사람들도 있었지만 특히 중장년층 대부분은 대단히 시선이 곱질 않았는데요. 서양인들 사이에 서 있는 아시아인인 내가 만만했는지 노골적으로 뚫어져라 이름과 국적이 써있는 ID카드를 들여다보는 사람도 몇 명 있었습니다. 나중엔 좀 짜증이 나더군요. 그래서 나중에는 아이디카드를 가방 안에 넣고 있다가 탈 때만 꺼냈습니다. 도쿄 시민들이 올림픽을 얼마나 탐탁치 않게 생각하는지 매일 아침 실감할 수 있었습니다.
윤은용 기자(윤)=저는 대회 초반 축구 대표팀 취재를 위해서 가시마 지역에 머물렀는데, 그곳은 비상사태 선포 구역이 아니라 그런지 움직임에 불편함은 없었습니다. 경계감 같은 것도 훨씬 덜했고요. 그래도 입국 초반 매일 코로나19 검사를 위해서 침 샘플을 제출하는 게 힘들었어요. 이상하게 침을 모아야 한다는 생각이 들면 그게 잘 안되더라고요. 차라리 비강 검사가 낫다는 생각이 들 정도로.
균=뉴욕 타임스도 보도했지만 전 세계 취재진이 ‘편의점 인간’으로 살았잖아요.
진=맞아요. 입국 이후 사흘간 숙소 내 완전 격리, 2주간은 대중교통 및 식당을 전혀 이용할 수 없게 했는데요. 어겼다가 자칫 망신당할까봐 정말 조심하고 방역수칙 지키며 착하게 사느라 시키는대로 편의점 음식만 잔뜩. 게다가 경기장에도 제대로 된 식당이 없으니까 다들 편의점에서 하루 먹거리를 사서 가방에 싸가지고 다녔죠.
윤=경기장에서 미니 컵라면에 샌드위치 사면 1000엔(약 1만400원), 콜라 1병에 280엔(약 3000원).
진=정말 보름 동안 삼시 세끼 일본 편의점 도시락 도장찍기를 한 것 같은데요. 그 와중에 먹고 살만했던 걸 보면 ‘일본 편의점 도시락의 퀄리티가 좋구나’ 하는 생각이 들었습니다.
균=일본 편의점 도시락은 종류도 다양하고, 맛도 있었지만 그걸 2주 동안 하고 있으니 마치 영화 <매트릭스>처럼 사육 당하는 느낌? 일본의 과한 매뉴얼 중심주의를 온 몸으로 체험한 것 같기도 하고. 조직위가 자원봉사자용 도시락 수천 개를 매일 버리고 있다는 소식 들었을 때는 진짜 야속하더라고요. 버리지 말고 우리한테 팔지.
윤=저한테 이번 대회에서 가장 특별한 경험을 꼽으라면 개회식입니다. 흥겨워야 하는데, 관중도 없고. 아니메의 원조라는 점에서 화려한 개회식을 기대했는데 공연도 지루하고 하품만 엄청 나오더라고요. 아, 그날 택시 대란 때문에 전 세계 여러 취재진과 함께 MPC에서 일종의 ‘노숙’을 한 것 추억이라면 추억이네요.
진=국제대회 때마다 젊은 자원봉사자들로부터 ‘한류’ 열풍을 느낄 수 있는데요. 리우 대회 때는 브라질에도 한국 드라마와 K팝을 좋아하는 젊은 여성들이 굉장히 많다는 것을 알고 놀랐거든요. 여기 도쿄에서는 한류 중에도 ‘K푸드’를 좋아하는 자원봉사자들을 유난히 많이 만날 수 있었어요. MPC에 있던 25세 자원봉사자는 “한국의 매운 음식이 너무 좋다, 떡볶이, 김치찌개, 간장 게장을 좋아한다”며 자신이 직접 만든 한상차림 사진을 보여주기도 했습니다. 미역국도 직접 끓였다는 그 친구에게 “나보다 낫다”고 엄지를 들어주었네요.
균=대회 초반에 저는 완전 ‘멘탈 바사삭’. 가는 데마다 우리 선수들이 자꾸 지는 바람에 ‘이용균의 저주’ 아니냐는 얘기까지(ㅜㅜ). 은메달 4개 중 3개를 목격하고, 이대훈도 4위하고 나니까, ‘아, 정말 메달 결정전은 안 가야겠다’는 생각까지 들었어요. 그 징크스 깨준 게 양궁 여자 개인 안산. 정말 진심으로 고맙더라고요.
윤=전 남자 근대5종 경기가 기억에 남아요. 4위로 들어온 정진화에게 전웅태가 달려가서 서로 껴안고 눈물을 흘리는 걸 보니 마음이 짠하더라고요. 여자배구 현장을 취재한 것도 저한테 큰 자산이 될 것 같아요. 감동을 넘어 어떤 숭고함까지 느껴지는 그런 현장은 진짜 이번이 처음이었습니다.",양궁,"['도쿄올림픽', '방담', '자나깨나', '방역', '편의점', '인간', '지금', '올림픽', '코로나', '팬데믹', '상황', '올림픽', '강행', '경쟁', '환호', '박수', '현장', '모두', '모토', '를', '버블', '올림픽', '경향신문', '스포츠경향', '특별', '취재', '단', '도쿄', '올림픽', '취재', '동안', '기록', '이용', '균', '차장', '균', '계', '아시안', '게임', '차례', '계', '올림픽', '이번', '번', '이번', '도쿄', '올림픽', '처럼', '대회', '올림픽', '전', '세계', '스포츠', '라이터', '대감', '게', '이번', '마스크', '뒤', '잔뜩', '김은진', '차장', '진', '실제', '도쿄', '시민', '시선', '매일', '취재', '진', '입국', '동안', '정해진', '코스', '격리', '셔틀', '버스', '이용', '숙소', '앞', '정류장', '몇', '거리', '뭐', '사람', '표정', '호기심', '사람', '중장', '년층', '대부분', '시선', '서양', '사이', '아시아', '내', '노골', '이름', '국적', '카드', '사람', '몇', '명', '나중', '좀', '짜증', '나중', '아이디', '카드', '가방', '안', '탈', '때', '도쿄', '시민', '올림픽', '얼마나', '탁치', '생각', '매일', '아침', '실감', '수', '윤은용', '기자', '윤', '저', '대회', '초반', '축구', '대표팀', '취재', '위해', '지역', '곳', '비상', '사태', '선포', '구역', '움직임', '경계', '감', '것', '입국', '초반', '매일', '코로나', '검사', '위해', '침', '샘플', '제출', '게', '침', '아야', '생각', '그게', '차라리', '비강', '검사', '낫다', '생각', '정도', '균', '뉴욕', '타임스', '보도', '전', '세계', '취재', '진', '편의점', '인간', '진', '입국', '이후', '사흘', '숙소', '내', '완전', '격리', '주간', '대중교통', '및', '식당', '전혀', '이용', '수', '자칫', '망신', '정말', '방역', '칙', '편의점', '음식', '잔뜩', '게다가', '경기장', '제대로', '식당', '편의점', '하루', '먹거리', '사서', '가방', '싸가지', '윤', '경기장', '미니', '컵라면', '샌드위치', '사면', '약', '콜라', '병', '약', '진', '정말', '보름', '동안', '삼시', '끼', '일본', '편의점', '도시락', '도장', '찍기', '것', '그', '와중', '살', '걸', '일본', '편의점', '도시락', '퀄리티', '생각', '균', '일본', '편의점', '도시락', '종류', '맛', '주', '동안', '마치', '영화', '매트릭스', '처럼', '사육', '느낌', '일본', '과', '매뉴얼', '중심', '주의', '온', '몸', '체험', '것', '직위', '자원봉사자', '용', '도시락', '수천', '개', '매일', '소식', '때', '진짜', '우리', '팔지', '윤', '저', '이번', '대회', '가장', '경험', '꼽으라', '개회', '관중', '아니메', '원조', '점', '개회', '공연', '하품', '그날', '택시', '대란', '때문', '전', '세계', '여러', '취재', '진과', '일종', '노숙', '것', '추억', '라면', '추억', '요', '진', '국제', '대회', '때', '자원봉사자', '로부터', '한류', '열풍', '수', '리우', '대회', '때', '브라질', '한국', '드라마', '팝', '여성', '것', '알', '여기', '도쿄', '한류', '중', '푸드', '를', '자원봉사자', '만날', '수', '세', '자원봉사자', '한국', '음식', '떡볶이', '김치찌개', '간장', '게장', '며', '자신', '직접', '상차림', '사진', '미역국', '직접', '그', '친구', '나', '낫다', '고', '엄지', '균', '대회', '초반', '저', '완전', '멘탈', '데마', '우리', '선수', '자꾸', '바람', '이용', '균', '저주', '얘기', '은메달', '개', '중', '개', '목격', '이대훈', '위', '나', '정말', '메달', '결정전', '안', '생각', '그', '징크스', '게', '양궁', '여자', '개인', '안산', '정말', '진심', '윤', '전', '남자', '근대', '종', '경기', '기억', '남아', '위로', '정진화', '전웅태', '서로', '눈물', '걸', '마음', '여자배구', '현장', '취재', '것', '저', '자산', '것', '감동', '현장', '진짜', '이번', '처음']",2021.08.09
